Project:	anna_barrier_ceramic_04_21_2025

Test:	std d=1.5mm sweep

Result:	stress sweep auto 1

Interval and data points:	1	20
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	74	18.5	5	-0.0092259	-5.4195E+05	0.02001		0.18372	1.04E+03	5:38:34 PM	0.0211
	75	18.75	5	-0.0053677	-9.315E+05	0.02002		0.18372	1.04E+03	5:38:34 PM	0.0213
	76	19	5	0.023945	2.0881E+05	0.02001		0.18372	1.04E+03	5:38:34 PM	0.0208
	77	19.25	5	-0.020077	-2.4904E+05	0.02001		0.18372	1.04E+03	5:38:34 PM	0.0204
	78	19.5	5	0.002153	2.3223E+06	0.02001		0.18372	1.04E+03	5:38:35 PM	0.0208
	79	19.75	5	0.008629	5.7944E+05	0.02002		0.18372	1.04E+03	5:38:35 PM	0.0218
	80	20	5	-0.0022739	-2.1988E+06	0.02001		0.18372	1.04E+03	5:38:35 PM	0.0205
	81	20.25	5	0.019874	2.5159E+05	0.02001		0.18372	1.04E+03	5:38:35 PM	0.021
	82	20.5	5	-0.0082169	-6.085E+05	0.02001		0.18372	1.04E+03	5:38:36 PM	0.0215
	83	20.75	5	0.00514	9.7276E+05	0.02001		0.18372	1.04E+03	5:38:36 PM	0.0214
	84	21	5	0.0062326	8.0223E+05	0.02002		0.18372	1.04E+03	5:38:36 PM	0.0212
	85	21.25	5	-0.0018291	-2.7336E+06	0.02001		0.18372	1.04E+03	5:38:36 PM	0.0214
	86	21.5	5	-0.011084	-4.511E+05	0.02002		0.18372	1.04E+03	5:38:37 PM	0.0221
	87	21.75	5	-0.01359	-3.6791E+05	0.02002		0.18372	1.04E+03	5:38:37 PM	0.0218
	88	22	5	-0.0035125	-1.4235E+06	0.02001		0.18372	1.04E+03	5:38:37 PM	0.021
	89	22.25	5	0.0069102	7.2357E+05	0.02001		0.18372	1.04E+03	5:38:37 PM	0.0212
	90	22.5	5	0.0073952	6.7612E+05	0.02002		0.18372	1.04E+03	5:38:38 PM	0.021
	91	22.75	5	-0.0040333	-1.2397E+06	0.02001		0.18372	1.04E+03	5:38:38 PM	0.0211
	92	23	5	-0.0039387	-1.2695E+06	0.02001		0.18372	1.04E+03	5:38:38 PM	0.0211
	93	23.25	5	0.011044	4.5273E+05	0.02001		0.18372	1.04E+03	5:38:38 PM	0.0216
	94	23.5	5	0.0060543	8.2586E+05	0.02002		0.18372	1.04E+03	5:38:39 PM	0.022
	95	23.75	5	-0.0073443	-6.808E+05	0.02001		0.18372	1.04E+03	5:38:39 PM	0.021
	96	24	5	0.013319	3.754E+05	0.02002		0.18372	1.04E+03	5:38:39 PM	0.0217
	97	24.25	5	0.00079055	6.3247E+06	0.02001		0.18372	1.04E+03	5:38:39 PM	0.0199
	98	24.5	5	-0.008944	-5.5903E+05	0.02001		0.18372	1.04E+03	5:38:40 PM	0.02
	99	24.75	5	0.0036582	1.3668E+06	0.02001		0.18372	1.04E+03	5:38:40 PM	0.0206
	100	25	5	0.0090677	5.514E+05	0.02002		0.18372	1.04E+03	5:38:40 PM	0.021
	101	25.25	5	-0.012866	-3.8863E+05	0.02001		0.18372	1.04E+03	5:38:40 PM	0.0202
	102	25.5	5	0.00955	5.2356E+05	0.02001		0.18372	1.04E+03	5:38:41 PM	0.021
	103	25.75	5	0.0017593	2.842E+06	0.02001		0.18372	1.04E+03	5:38:41 PM	0.0204
	104	26	5	-0.003855	-1.297E+06	0.02001		0.18372	1.04E+03	5:38:41 PM	0.0208
	105	26.25	5	0.017436	2.8677E+05	0.02001		0.18372	1.04E+03	5:38:41 PM	0.0204
	106	26.5	5	0.0024444	2.0455E+06	0.02002		0.18372	1.04E+03	5:38:42 PM	0.0211
	107	26.75	5	0.010045	4.9777E+05	0.02001		0.18372	1.04E+03	5:38:42 PM	0.02
	108	27	5	0.0034537	1.4477E+06	0.02001		0.18372	1.04E+03	5:38:42 PM	0.0203
	109	27.25	5	0.0019299	2.5909E+06	0.02001		0.18372	1.04E+03	5:38:42 PM	0.0204
	110	27.5	5	-0.0093328	-5.3574E+05	0.02001		0.18372	1.04E+03	5:38:43 PM	0.0206
	111	27.75	5	-0.0002976	-1.6801E+07	0.02002		0.18372	1.04E+03	5:38:43 PM	0.0213
	112	28	5	-0.0019965	-2.5044E+06	0.02001		0.18372	1.04E+03	5:38:43 PM	0.0205
	113	28.25	5	0.0049431	1.0115E+06	0.02001		0.18372	1.04E+03	5:38:43 PM	0.0205
	114	28.5	5	-0.00013951	-3.5839E+07	0.02001		0.18372	1.04E+03	5:38:44 PM	0.0198
	115	28.75	5	0.012034	4.155E+05	0.02001		0.18372	1.04E+03	5:38:44 PM	0.0195
	116	29	5	-0.0070666	-7.0755E+05	0.02002		0.18372	1.04E+03	5:38:44 PM	0.0207
	117	29.25	5	0.013019	3.8406E+05	0.02001		0.18372	1.04E+03	5:38:44 PM	0.0202
	118	29.5	5	-0.016048	-3.1156E+05	0.02001		0.18372	1.04E+03	5:38:45 PM	0.0196
	119	29.75	5	0.007586	6.591E+05	0.02001		0.18372	1.04E+03	5:38:45 PM	0.0205
	120	30	5	-0.010203	-4.9007E+05	0.02001		0.18372	1.04E+03	5:38:45 PM	0.021
	121	30.25	5	0.015719	3.1808E+05	0.02001		0.18372	1.04E+03	5:38:45 PM	0.0206
	122	30.5	5	-0.014844	-3.3684E+05	0.02001		0.18372	1.04E+03	5:38:46 PM	0.02
	123	30.75	5	0.012341	4.0514E+05	0.02002		0.18372	1.04E+03	5:38:46 PM	0.0207
	124	31	5	-0.0034644	-1.4432E+06	0.02001		0.18372	1.04E+03	5:38:46 PM	0.0202
	125	31.25	5	0.0036381	1.3743E+06	0.02001		0.18372	1.04E+03	5:38:46 PM	0.0204
	126	31.5	5	0.0089565	5.5825E+05	0.02001		0.18372	1.04E+03	5:38:47 PM	0.0197
	127	31.75	5	0.0041202	1.2135E+06	0.02001		0.18372	1.04E+03	5:38:47 PM	0.02
	128	32	5	-0.021479	-2.3279E+05	0.02001		0.18372	1.04E+03	5:38:47 PM	0.0196
	129	32.25	5	0.008102	6.1713E+05	0.02002		0.18372	1.04E+03	5:38:47 PM	0.0196
	130	32.5	5	-0.016873	-2.9633E+05	0.02001		0.18372	1.04E+03	5:38:48 PM	0.02
	131	32.75	5	0.013754	3.6352E+05	0.02001		0.18372	1.04E+03	5:38:48 PM	0.0189
	132	33	5	0.00097814	5.1117E+06	0.02001		0.18372	1.04E+03	5:38:48 PM	0.02
	133	33.25	5	-0.0083137	-6.0142E+05	0.02001		0.18372	1.04E+03	5:38:48 PM	0.0191
	134	33.5	5	-0.0066237	-7.5487E+05	0.02001		0.18372	1.04E+03	5:38:49 PM	0.0197
	135	33.75	5	0.027422	1.8234E+05	0.02002		0.18372	1.04E+03	5:38:49 PM	0.0202
	136	34	5	-0.0065633	-7.6181E+05	0.02001		0.18372	1.04E+03	5:38:49 PM	0.02
	137	34.25	5	0.0060562	8.256E+05	0.02001		0.18372	1.04E+03	5:38:49 PM	0.0206
	138	34.5	5	-0.0079398	-6.2974E+05	0.02001		0.18372	1.04E+03	5:38:50 PM	0.0197
	139	34.75	5	-0.0081208	-6.157E+05	0.02001		0.18372	1.04E+03	5:38:50 PM	0.0198
	140	35	5	-0.0043295	-1.1549E+06	0.02001		0.18372	1.04E+03	5:38:50 PM	0.0195
	141	35.25	5	0.01089	4.5915E+05	0.02001		0.18372	1.04E+03	5:38:50 PM	0.0192
	142	35.5	5	0.0023887	2.0932E+06	0.02001		0.18372	1.04E+03	5:38:51 PM	0.0203
	143	35.75	5	-0.0022321	-2.24E+06	0.02001		0.18372	1.04E+03	5:38:51 PM	0.0199
	144	36	5	-0.0049029	-1.0198E+06	0.02001		0.18372	1.04E+03	5:38:51 PM	0.0202
	145	36.25	5	0.017032	2.9356E+05	0.02001		0.18372	1.04E+03	5:38:51 PM	0.0202
	146	36.5	5	-0.010367	-4.8228E+05	0.02001		0.18372	1.04E+03	5:38:52 PM	0.0198
	147	36.75	5	0.0034599	1.4451E+06	0.02001		0.18372	1.04E+03	5:38:52 PM	0.0195
	148	37	5	0.0035575	1.4055E+06	0.02001		0.18372	1.04E+03	5:38:52 PM	0.0206
	149	37.25	5	-0.012126	-4.1232E+05	0.02001		0.18372	1.04E+03	5:38:52 PM	0.0197
	150	37.5	5	0.010575	4.7281E+05	0.02001		0.18372	1.04E+03	5:38:53 PM	0.0197
	151	37.75	5	-0.0033592	-1.4884E+06	0.02001		0.18372	1.04E+03	5:38:53 PM	0.0202
	152	38	5	-0.0091103	-5.4883E+05	0.02001		0.18372	1.04E+03	5:38:53 PM	0.0196
	153	38.25	5	0.011354	4.4036E+05	0.02001		0.18372	1.04E+03	5:38:53 PM	0.0198
	154	38.5	5	-0.0035172	-1.4216E+06	0.02001		0.18372	1.04E+03	5:38:54 PM	0.0195
	155	38.75	5	0.00091922	5.4394E+06	0.02001		0.18372	1.04E+03	5:38:54 PM	0.0202
	156	39	5	0.0051961	9.6226E+05	0.02001		0.18372	1.04E+03	5:38:54 PM	0.0194
	157	39.25	5	-0.0096198	-5.1976E+05	0.02001		0.18372	1.04E+03	5:38:54 PM	0.0202
	158	39.5	5	-0.0013657	-3.6612E+06	0.02001		0.18372	1.04E+03	5:38:55 PM	0.0197
	159	39.75	5	0.0073785	6.7764E+05	0.02001		0.18372	1.04E+03	5:38:55 PM	0.0202
	160	40	5	-0.010006	-4.997E+05	0.02001		0.18372	1.04E+03	5:38:55 PM	0.0203
	161	40.25	5	0.0079755	6.2692E+05	0.02001		0.18372	1.04E+03	5:38:55 PM	0.0202
	162	40.5	5	-0.00068049	-7.3477E+06	0.02001		0.18372	1.04E+03	5:38:56 PM	0.0203
	163	40.75	5	0.0093702	5.336E+05	0.02001		0.18372	1.04E+03	5:38:56 PM	0.0204
	164	41	5	-0.013752	-3.6357E+05	0.02001		0.18372	1.04E+03	5:38:56 PM	0.0209
	165	41.25	5	0.0048363	1.0338E+06	0.02001		0.18372	1.04E+03	5:38:56 PM	0.0206
	166	41.5	5	-0.020141	-2.4825E+05	0.02001		0.18372	1.04E+03	5:38:57 PM	0.0204
	167	41.75	5	0.0091252	5.4793E+05	0.02001		0.18372	1.04E+03	5:38:57 PM	0.0208
	168	42	5	0.0044365	1.127E+06	0.02001		0.18372	1.04E+03	5:38:57 PM	0.0202
	169	42.25	5	-0.0076795	-6.5108E+05	0.02001		0.18372	1.04E+03	5:38:57 PM	0.0198
	170	42.5	5	0.0042519	1.1759E+06	0.02001		0.18372	1.04E+03	5:38:58 PM	0.0204
	171	42.75	5	0.0077444	6.4563E+05	0.02001		0.18372	1.04E+03	5:38:58 PM	0.0203
	172	43	5	0.002161	2.3137E+06	0.02001		0.18372	1.04E+03	5:38:58 PM	0.0197
	173	43.25	5	-0.015563	-3.2127E+05	0.02001		0.18372	1.04E+03	5:38:58 PM	0.0202
	174	43.5	5	0.015351	3.2571E+05	0.02001		0.18372	1.04E+03	5:38:59 PM	0.0199
	175	43.75	5	-0.0049913	-1.0017E+06	0.02001		0.18372	1.04E+03	5:38:59 PM	0.0201
	176	44	5	0.0029593	1.6896E+06	0.02001		0.18372	1.04E+03	5:38:59 PM	0.0197
	177	44.25	5	-0.0054999	-9.0911E+05	0.02001		0.18372	1.04E+03	5:38:59 PM	0.0201
	178	44.5	5	-0.00297	-1.6835E+06	0.02001		0.18372	1.04E+03	5:39:00 PM	0.0204
	179	44.75	5	-0.004162	-1.2013E+06	0.02001		0.18372	1.04E+03	5:39:00 PM	0.0194
	180	45	5	-0.0076466	-6.5388E+05	0.02001		0.18372	1.04E+03	5:39:00 PM	0.0198
	181	45.25	5	0.017703	2.8243E+05	0.02001		0.18372	1.04E+03	5:39:00 PM	0.0206
	182	45.5	5	0.001023	4.8874E+06	0.02001		0.18372	1.04E+03	5:39:01 PM	0.0206
	183	45.75	5	0.015219	3.2853E+05	0.02001		0.18372	1.04E+03	5:39:01 PM	0.0195
	184	46	5	-0.023597	-2.1189E+05	0.02001		0.18372	1.04E+03	5:39:01 PM	0.0204
	185	46.25	5	0.0094156	5.3103E+05	0.02001		0.18372	1.04E+03	5:39:01 PM	0.0197
	186	46.5	5	0.0070638	7.0783E+05	0.02001		0.18372	1.04E+03	5:39:02 PM	0.0202
	187	46.75	5	-0.0059818	-8.3587E+05	0.02001		0.18372	1.04E+03	5:39:02 PM	0.0207
	188	47	5	-0.002381	-2.1E+06	0.02001		0.18372	1.04E+03	5:39:02 PM	0.0198
	189	47.25	5	0.0072965	6.8526E+05	0.02001		0.18372	1.04E+03	5:39:02 PM	0.02
	190	47.5	5	-0.004311	-1.1598E+06	0.02001		0.18372	1.04E+03	5:39:03 PM	0.019
	191	47.75	5	0.0026384	1.8951E+06	0.02001		0.18372	1.04E+03	5:39:03 PM	0.0194
	192	48	5	0.005058	9.8853E+05	0.02001		0.18372	1.04E+03	5:39:03 PM	0.0197
	193	48.25	5	-0.011809	-4.2339E+05	0.02001		0.18372	1.04E+03	5:39:03 PM	0.0191
	194	48.5	5	0.0089983	5.5566E+05	0.02001		0.18372	1.04E+03	5:39:04 PM	0.02
	195	48.75	5	0.012518	3.9943E+05	0.02001		0.18372	1.04E+03	5:39:04 PM	0.0194
	196	49	5	-0.0094466	-5.2929E+05	0.02001		0.18372	1.04E+03	5:39:04 PM	0.0193
	197	49.25	5	-0.0063665	-7.8536E+05	0.02001		0.18372	1.04E+03	5:39:04 PM	0.0196
	198	49.5	5	0.00010851	4.6079E+07	0.02001		0.18372	1.04E+03	5:39:05 PM	0.0196
	199	49.75	5	-0.0028972	-1.7258E+06	0.02001		0.18372	1.04E+03	5:39:05 PM	0.0201
	200	50	5	0.0021299	2.3475E+06	0.02001		0.18372	1.04E+03	5:39:05 PM	0.0194
	201	50.25	5	0.0027608	1.8111E+06	0.02001		0.18372	1.04E+03	5:39:05 PM	0.0203
	202	50.5	5	-0.013882	-3.6019E+05	0.02001		0.18372	1.04E+03	5:39:06 PM	0.0194
	203	50.75	5	-0.011003	-4.5444E+05	0.02001		0.18372	1.04E+03	5:39:06 PM	0.0199
	204	51	5	0.030561	1.6361E+05	0.02001		0.18372	1.04E+03	5:39:06 PM	0.0186
	205	51.25	5	-0.0023158	-2.159E+06	0.02001		0.18372	1.04E+03	5:39:06 PM	0.0195
	206	51.5	5	0.013056	3.8298E+05	0.02001		0.18372	1.04E+03	5:39:07 PM	0.0188
	207	51.75	5	0.012389	4.0357E+05	0.02001		0.18372	1.04E+03	5:39:07 PM	0.0189
	208	52	5	-0.0077386	-6.4611E+05	0.02001		0.18372	1.04E+03	5:39:07 PM	0.0191
	209	52.25	5	0.0033515	1.4919E+06	0.02001		0.18372	1.04E+03	5:39:07 PM	0.0189
	210	52.5	5	0.0044615	1.1207E+06	0.02001		0.18372	1.04E+03	5:39:08 PM	0.0192
	211	52.75	5	-0.018003	-2.7772E+05	0.02001		0.18372	1.04E+03	5:39:08 PM	0.0194
	212	53	5	0.0045421	1.1008E+06	0.02001		0.18372	1.04E+03	5:39:08 PM	0.0186
	213	53.25	5	0.0048568	1.0295E+06	0.02001		0.18372	1.04E+03	5:39:08 PM	0.0193
	214	53.5	5	0.0041531	1.2039E+06	0.02001		0.18372	1.04E+03	5:39:09 PM	0.0185
	215	53.75	5	-0.0021796	-2.294E+06	0.02001		0.18372	1.04E+03	5:39:09 PM	0.0182
	216	54	5	0.0079961	6.2531E+05	0.02001		0.18372	1.04E+03	5:39:09 PM	0.0189
	217	54.25	5	0.0080193	6.235E+05	0.02001		0.18372	1.04E+03	5:39:09 PM	0.0194
	218	54.5	5	0.0095134	5.2558E+05	0.02001		0.18372	1.04E+03	5:39:10 PM	0.0193
	219	54.75	5	-0.023408	-2.136E+05	0.02001		0.18372	1.04E+03	5:39:10 PM	0.0201
	220	55	5	-0.010093	-4.9539E+05	0.02001		0.18372	1.04E+03	5:39:10 PM	0.0191
	221	55.25	5	0.0026647	1.8764E+06	0.02001		0.18372	1.04E+03	5:39:10 PM	0.0199
	222	55.5	5	0.015848	3.155E+05	0.02001		0.18372	1.04E+03	5:39:11 PM	0.019

Test:	std d=0.02mm 10pa

Result:	steady stress 1

Interval and data points:	1	156
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	1	0.25	10	149.34	66.96	0.02002		0.36744	1.36E+03	5:39:51 PM	0.0322
	2	0.5	10	278.51	35.906	0.02003		0.36744	7.51E+03	5:39:51 PM	0.0402
	3	0.75	10	530.42	18.853	0.02002		0.36744	1.79E+04	5:39:52 PM	0.0222
	4	1	10	639.91	15.627	0.02002		0.36744	3.27E+04	5:39:52 PM	0.0297
	5	1.25	10	671.42	14.894	0.02003		0.36744	4.93E+04	5:39:52 PM	0.0504
	6	1.5	10	552.74	18.092	0.02008		0.36744	6.46E+04	5:39:52 PM	0.116
	7	1.75	10	462.78	21.609	0.02011		0.36744	7.73E+04	5:39:53 PM	0.151
	8	2	10	393.39	25.42	0.02012		0.36744	8.79E+04	5:39:53 PM	0.176
	9	2.25	10	0.15548	64317	0.02019		0.36744	9.19E+04	5:39:53 PM	0.268
	10	2.5	10	0.092334	1.083E+05	0.02019		0.36744	9.19E+04	5:39:53 PM	0.266
	11	2.75	10	0.019006	5.2614E+05	0.02019		0.36744	9.19E+04	5:39:54 PM	0.264
	12	3	10	0.044986	2.2229E+05	0.02018		0.36744	9.19E+04	5:39:54 PM	0.261
	13	3.25	10	0.037256	2.6841E+05	0.02018		0.36744	9.19E+04	5:39:54 PM	0.26
	14	3.5	10	0.0039188	2.5518E+06	0.02018		0.36744	9.19E+04	5:39:54 PM	0.259
	15	3.75	10	0.028781	3.4745E+05	0.02018		0.36744	9.19E+04	5:39:55 PM	0.258
	16	4	10	0.033453	2.9892E+05	0.02018		0.36744	9.19E+04	5:39:55 PM	0.258
	17	4.25	10	-0.012607	-7.9324E+05	0.02018		0.36744	9.19E+04	5:39:55 PM	0.257
	18	4.5	10	0.021929	4.5602E+05	0.02018		0.36744	9.19E+04	5:39:55 PM	0.256
	19	4.75	10	0.028398	3.5214E+05	0.02018		0.36744	9.19E+04	5:39:56 PM	0.256
	20	5	10	-0.020463	-4.8868E+05	0.02018		0.36744	9.19E+04	5:39:56 PM	0.255
	21	5.25	10	0.027067	3.6946E+05	0.02018		0.36744	9.19E+04	5:39:56 PM	0.255
	22	5.5	10	0.0072382	1.3816E+06	0.02018		0.36744	9.19E+04	5:39:56 PM	0.255
	23	5.75	10	0.00036724	2.723E+07	0.02018		0.36744	9.19E+04	5:39:57 PM	0.256
	24	6	10	0.010442	9.5767E+05	0.02018		0.36744	9.19E+04	5:39:57 PM	0.256
	25	6.25	10	0.0055536	1.8006E+06	0.02018		0.36744	9.19E+04	5:39:57 PM	0.255
	26	6.5	10	-0.0032996	-3.0307E+06	0.02018		0.36744	9.19E+04	5:39:57 PM	0.255
	27	6.75	10	0.02954	3.3853E+05	0.02018		0.36744	9.19E+04	5:39:58 PM	0.255
	28	7	10	-0.0017552	-5.6975E+06	0.02018		0.36744	9.19E+04	5:39:58 PM	0.255
	29	7.25	10	-0.0029172	-3.4279E+06	0.02018		0.36744	9.19E+04	5:39:58 PM	0.255
	30	7.5	10	0.030812	3.2454E+05	0.02018		0.36744	9.19E+04	5:39:58 PM	0.254
	31	7.75	10	-0.0045914	-2.178E+06	0.02018		0.36744	9.19E+04	5:39:59 PM	0.254
	32	8	10	-0.00065705	-1.522E+07	0.02018		0.36744	9.19E+04	5:39:59 PM	0.255
	33	8.25	10	0.0077294	1.2938E+06	0.02018		0.36744	9.19E+04	5:39:59 PM	0.254
	34	8.5	10	0.0028803	3.4719E+06	0.02018		0.36744	9.19E+04	5:39:59 PM	0.253
	35	8.75	10	-0.011997	-8.3353E+05	0.02018		0.36744	9.19E+04	5:40:00 PM	0.255
	36	9	10	0.014402	6.9435E+05	0.02018		0.36744	9.19E+04	5:40:00 PM	0.254
	37	9.25	10	0.0074909	1.335E+06	0.02018		0.36744	9.19E+04	5:40:00 PM	0.254
	38	9.5	10	-0.018694	-5.3494E+05	0.02018		0.36744	9.19E+04	5:40:00 PM	0.254
	39	9.75	10	0.01935	5.1679E+05	0.02018		0.36744	9.19E+04	5:40:01 PM	0.254
	40	10	10	-0.010022	-9.9777E+05	0.02018		0.36744	9.19E+04	5:40:01 PM	0.254
	41	10.25	10	-0.021998	-4.5458E+05	0.02018		0.36744	9.19E+04	5:40:01 PM	0.254
	42	10.5	10	0.031684	3.1562E+05	0.02018		0.36744	9.19E+04	5:40:01 PM	0.253
	43	10.75	10	0.0050692	1.9727E+06	0.02018		0.36744	9.19E+04	5:40:02 PM	0.254
	44	11	10	-0.022092	-4.5265E+05	0.02018		0.36744	9.19E+04	5:40:02 PM	0.253
	45	11.25	10	0.023929	4.179E+05	0.02018		0.36744	9.19E+04	5:40:02 PM	0.254
	46	11.5	10	0.013381	7.4732E+05	0.02018		0.36744	9.19E+04	5:40:02 PM	0.253
	47	11.75	10	-0.027106	-3.6892E+05	0.02018		0.36744	9.19E+04	5:40:03 PM	0.253
	48	12	10	0.02172	4.604E+05	0.02018		0.36744	9.19E+04	5:40:03 PM	0.253
	49	12.25	10	-0.011346	-8.814E+05	0.02018		0.36744	9.19E+04	5:40:03 PM	0.252
	50	12.5	10	-0.014231	-7.0267E+05	0.02018		0.36744	9.19E+04	5:40:03 PM	0.253
	51	12.75	10	0.0086767	1.1525E+06	0.02018		0.36744	9.19E+04	5:40:04 PM	0.252
	52	13	10	0.016197	6.1738E+05	0.02018		0.36744	9.19E+04	5:40:04 PM	0.253
	53	13.25	10	-0.0093344	-1.0713E+06	0.02018		0.36744	9.19E+04	5:40:04 PM	0.253
	54	13.5	10	0.012342	8.1024E+05	0.02018		0.36744	9.19E+04	5:40:04 PM	0.252
	55	13.75	10	0.019718	5.0715E+05	0.02018		0.36744	9.19E+04	5:40:05 PM	0.253
	56	14	10	-0.011976	-8.3501E+05	0.02018		0.36744	9.19E+04	5:40:05 PM	0.252
	57	14.25	10	0.011739	8.5186E+05	0.02018		0.36744	9.2E+04	5:40:05 PM	0.252
	58	14.5	10	-0.002925	-3.4188E+06	0.02018		0.36744	9.19E+04	5:40:05 PM	0.252
	59	14.75	10	-0.0089653	-1.1154E+06	0.02018		0.36744	9.19E+04	5:40:06 PM	0.252
	60	15	10	0.017185	5.8192E+05	0.02018		0.36744	9.19E+04	5:40:06 PM	0.252
	61	15.25	10	-0.00227	-4.4053E+06	0.02018		0.36744	9.19E+04	5:40:06 PM	0.252
	62	15.5	10	2.4024E-05	4.1624E+08	0.02018		0.36744	9.19E+04	5:40:06 PM	0.252
	63	15.75	10	0.009646	1.0367E+06	0.02018		0.36744	9.19E+04	5:40:07 PM	0.253
	64	16	10	0.0048323	2.0694E+06	0.02018		0.36744	9.19E+04	5:40:07 PM	0.252
	65	16.25	10	-0.0064778	-1.5437E+06	0.02018		0.36744	9.2E+04	5:40:07 PM	0.252
	66	16.5	10	0.0066952	1.4936E+06	0.02018		0.36744	9.19E+04	5:40:07 PM	0.251
	67	16.75	10	-0.0047546	-2.1032E+06	0.02018		0.36744	9.19E+04	5:40:08 PM	0.252
	68	17	10	-0.012552	-7.9665E+05	0.02018		0.36744	9.19E+04	5:40:08 PM	0.252
	69	17.25	10	0.027878	3.5871E+05	0.02018		0.36744	9.19E+04	5:40:08 PM	0.252
	70	17.5	10	-0.010281	-9.7265E+05	0.02018		0.36744	9.19E+04	5:40:08 PM	0.251
	71	17.75	10	-0.0087597	-1.1416E+06	0.02018		0.36744	9.19E+04	5:40:09 PM	0.251
	72	18	10	0.014694	6.8056E+05	0.02018		0.36744	9.2E+04	5:40:09 PM	0.252
	73	18.25	10	-0.0011184	-8.9413E+06	0.02018		0.36744	9.2E+04	5:40:09 PM	0.252
	74	18.5	10	-0.018216	-5.4897E+05	0.02018		0.36744	9.2E+04	5:40:09 PM	0.252
	75	18.75	10	0.022098	4.5254E+05	0.02018		0.36744	9.19E+04	5:40:10 PM	0.252
	76	19	10	0.0072024	1.3884E+06	0.02018		0.36744	9.2E+04	5:40:10 PM	0.252
	77	19.25	10	-0.020225	-4.9444E+05	0.02018		0.36744	9.2E+04	5:40:10 PM	0.25
	78	19.5	10	0.029143	3.4313E+05	0.02018		0.36744	9.19E+04	5:40:10 PM	0.252
	79	19.75	10	-0.0068259	-1.465E+06	0.02018		0.36744	9.19E+04	5:40:11 PM	0.252
	80	20	10	-0.021456	-4.6607E+05	0.02018		0.36744	9.2E+04	5:40:11 PM	0.251
	81	20.25	10	0.033313	3.0018E+05	0.02018		0.36744	9.2E+04	5:40:11 PM	0.251
	82	20.5	10	-0.0081427	-1.2281E+06	0.02018		0.36744	9.19E+04	5:40:11 PM	0.252
	83	20.75	10	0.00084356	1.1854E+07	0.02018		0.36744	9.2E+04	5:40:12 PM	0.252
	84	21	10	0.014212	7.0362E+05	0.02018		0.36744	9.19E+04	5:40:12 PM	0.251
	85	21.25	10	0.0056852	1.759E+06	0.02018		0.36744	9.2E+04	5:40:12 PM	0.252
	86	21.5	10	-0.016337	-6.1212E+05	0.02018		0.36744	9.2E+04	5:40:12 PM	0.251
	87	21.75	10	0.011572	8.6412E+05	0.02018		0.36744	9.2E+04	5:40:13 PM	0.251
	88	22	10	0.0093552	1.0689E+06	0.02018		0.36744	9.2E+04	5:40:13 PM	0.252
	89	22.25	10	-0.013271	-7.535E+05	0.02018		0.36744	9.2E+04	5:40:13 PM	0.251
	90	22.5	10	0.020968	4.7692E+05	0.02018		0.36744	9.2E+04	5:40:13 PM	0.25
	91	22.75	10	-0.0081514	-1.2268E+06	0.02018		0.36744	9.2E+04	5:40:14 PM	0.251
	92	23	10	-0.00067886	-1.4731E+07	0.02018		0.36744	9.2E+04	5:40:14 PM	0.251
	93	23.25	10	0.013085	7.6422E+05	0.02018		0.36744	9.2E+04	5:40:14 PM	0.251
	94	23.5	10	-0.0011459	-8.7269E+06	0.02018		0.36744	9.2E+04	5:40:14 PM	0.25
	95	23.75	10	-0.015581	-6.4181E+05	0.02018		0.36744	9.2E+04	5:40:15 PM	0.251
	96	24	10	0.007789	1.2839E+06	0.02018		0.36744	9.2E+04	5:40:15 PM	0.251
	97	24.25	10	0.00089988	1.1113E+07	0.02018		0.36744	9.2E+04	5:40:15 PM	0.251
	98	24.5	10	-0.015286	-6.5419E+05	0.02018		0.36744	9.2E+04	5:40:15 PM	0.251
	99	24.75	10	0.015599	6.4108E+05	0.02018		0.36744	9.2E+04	5:40:16 PM	0.251
	100	25	10	-0.004337	-2.3057E+06	0.02018		0.36744	9.2E+04	5:40:16 PM	0.251
	101	25.25	10	-0.0053168	-1.8808E+06	0.02018		0.36744	9.2E+04	5:40:16 PM	0.251
	102	25.5	10	0.021224	4.7116E+05	0.02018		0.36744	9.2E+04	5:40:16 PM	0.25
	103	25.75	10	-0.014063	-7.1107E+05	0.02018		0.36744	9.2E+04	5:40:17 PM	0.251
	104	26	10	0.009102	1.0987E+06	0.02018		0.36744	9.2E+04	5:40:17 PM	0.251
	105	26.25	10	0.0079169	1.2631E+06	0.02018		0.36744	9.2E+04	5:40:17 PM	0.25
	106	26.5	10	-0.0031995	-3.1255E+06	0.02018		0.36744	9.2E+04	5:40:17 PM	0.251
	107	26.75	10	-0.01624	-6.1575E+05	0.02018		0.36744	9.2E+04	5:40:18 PM	0.251
